loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-101664,B-67713,Auto,2022-10-30,2025-10-14,185819.19,101712.23,0.0422,36,IA,Credit Card Refinancing,D,19 years,50k-100k,Current,0,Alpha Servicing,2023-12-31,2024-03-11,Available,Manual
L-101665,B-86997,Mortgage,2022-02-28,2032-01-07,199606.73,83937.68,0.1284,120,OH,Other,E,14 years,<50k,Current,0,Gamma Collections,2024-02-06,2024-06-12,Expired,Legacy
L-101666,B-40248,Mortgage,2020-10-23,2025-09-27,240340.87,185529.3,0.0419,60,OH,Major Purchase,D,18 years,50k-100k,Late (31-120 days),113,Beta Loan Servicers,2022-08-02,2024-01-11,Available,OriginatePro
L-101667,B-61043,Auto,2018-01-30,2021-01-14,335070.54,243602.08,0.1256,36,DE,Other,G,1 years,<50k,Closed,0,Gamma Collections,2019-05-09,2024-02-14,Available,Manual
L-101668,B-35234,Personal,2020-10-30,2023-10-15,73960.96,12586.38,0.0577,36,AR,Other,F,17 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2022-05-26,2024-05-22,Expired,Legacy
L-101669,B-99181,Student,2023-05-13,2028-04-16,102337.86,86550.63,0.0388,60,KY,Other,C,16 years,<50k,Default,150,Beta Loan Servicers,2025-03-16,2024-07-28,Pending,LendingWeb
L-101670,B-64917,Auto,2019-07-22,2024-06-25,493973.79,354515.14,0.0936,60,FL,Home Improvement,A,13 years,50k-100k,Closed,0,Alpha Servicing,2021-02-09,2024-07-27,Pending,Legacy
L-101671,B-73005,Student,2018-09-16,2023-08-21,415092.64,93160.29,0.0796,60,WI,Debt Consolidation,F,20 years,>150k,Charged Off,92,Delta Financial,2020-03-17,2023-01-01,Available,Manual
L-101672,B-70613,Student,2021-01-26,2024-01-11,419117.57,91314.63,0.1238,36,TX,Debt Consolidation,F,18 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2022-02-11,2024-03-26,Missing,Manual
L-101673,B-69534,Auto,2019-12-18,2049-07-13,444591.4,129962.87,0.1,360,RI,Medical Expenses,E,10 years,50k-100k,Late (16-30 days),21,Beta Loan Servicers,2022-08-02,2024-07-25,Pending,LendingWeb
L-101674,B-49489,Personal,2020-10-14,2050-05-10,384538.24,262915.26,0.0822,360,DE,Debt Consolidation,A,9 years,50k-100k,Late (16-30 days),16,Delta Financial,2021-08-03,2024-01-20,Available,LendingWeb
L-101675,B-83653,Student,2023-05-16,2026-04-30,421251.02,149043.34,0.0717,36,UT,Other,G,1 years,>150k,Fully Paid,0,Beta Loan Servicers,2025-08-21,2024-08-17,Expired,Legacy
L-101676,B-32509,Personal,2019-02-06,2024-01-11,12826.64,8770.71,0.1445,60,KS,Major Purchase,B,3 years,>150k,Late (16-30 days),30,Delta Financial,2020-04-15,2024-01-07,Missing,OriginatePro
,B-52467,Personal,2018-10-24,2021-10-08,91728.5,32616.81,0.1089,36,PA,Medical Expenses,D,14 years,50k-100k,Fully Paid,0,Delta Financial,2021-06-18,2024-04-20,Pending,Manual
L-101678,B-85873,Personal,2021-11-19,2024-11-03,284340.89,174812.49,0.0475,36,WA,Major Purchase,C,2 years,<50k,Current,0,Delta Financial,2023-11-10,2024-04-13,Expired,Legacy
L-101679,B-38628,Student,2019-08-31,2029-07-09,199507.71,124163.39,0.1335,120,CT,Debt Consolidation,B,11 years,100k-150k,Fully Paid,0,Beta Loan Servicers,2020-04-27,2024-04-01,Available,Legacy
L-101680,B-57381,Student,2020-10-17,2023-10-02,372842.13,188856.02,0.0475,36,HI,Other,C,20 years,50k-100k,Charged Off,150,Beta Loan Servicers,2023-06-04,2024-03-26,Available,Legacy
L-101681,B-71827,Mortgage,2018-12-07,2023-11-11,320154.97,90803.05,0.0812,60,MN,Credit Card Refinancing,E,11 years,50k-100k,Late (16-30 days),16,Delta Financial,2019-05-22,2024-01-03,,Legacy
L-101682,B-82143,Personal,2019-07-19,2049-02-11,130425.23,83307.08,0.0824,360,VA,Home Improvement,D,19 years,>150k,Closed,0,Beta Loan Servicers,2021-05-23,2024-07-11,Available,OriginatePro
L-101683,B-91881,Personal,2021-12-18,2031-10-27,50230.33,33528.73,0.0322,120,MS,Debt Consolidation,A,16 years,<50k,Charged Off,108,Gamma Collections,2024-01-14,2024-03-05,,OriginatePro
L-101684,B-37261,Auto,2018-02-22,2023-01-27,212079.08,190198.04,0.0462,60,KS,Credit Card Refinancing,A,4 years,50k-100k,Current,0,Beta Loan Servicers,2020-02-07,2024-05-22,Missing,LendingWeb
L-101685,B-35885,Student,2021-09-17,2026-08-22,289286.24,255870.43,0.1221,60,GA,Medical Expenses,A,19 years,<50k,Closed,0,Delta Financial,2023-10-13,2024-07-08,Available,Manual
L-101686,B-65872,Student,2023-04-15,2033-02-21,9578.62,2539.03,0.0302,120,MS,Credit Card Refinancing,C,2 years,<50k,Default,56,Delta Financial,2024-06-18,2024-05-19,Expired,Legacy
L-101687,B-14014,Personal,2021-04-03,2031-02-10,278397.92,50078.75,0.1175,120,CT,Major Purchase,D,9 years,50k-100k,Charged Off,136,Beta Loan Servicers,2022-10-13,2024-01-19,Missing,LendingWeb
L-101688,B-22568,Auto,2022-01-09,2024-12-24,162336.31,18591.85,0.1032,36,NE,Medical Expenses,E,13 years,<50k,Fully Paid,0,Beta Loan Servicers,2022-06-13,2024-06-27,Missing,LendingWeb
L-101689,B-58821,Mortgage,2020-09-28,2025-09-02,70913.76,52089.47,0.0963,60,AR,Credit Card Refinancing,E,17 years,50k-100k,Default,196,Delta Financial,2022-08-10,2024-05-08,Pending,LendingWeb
L-101690,B-17505,Personal,2023-07-29,2053-02-21,91306.61,33956.01,0.1344,360,IL,Medical Expenses,C,1 years,<50k,Current,0,Alpha Servicing,2026-03-21,2024-06-25,Missing,LendingWeb
L-101691,B-51856,Student,2020-01-14,2049-08-09,225434.09,5000.0,0.0946,360,MT,Debt Consolidation,B,2 years,>150k,Closed,167,Alpha Servicing,2020-10-13,2024-01-09,Pending,Legacy
L-101692,B-87726,Student,2019-04-28,2048-11-21,38366.45,31118.16,0.1312,360,FL,Home Improvement,E,7 years,100k-150k,Fully Paid,0,Gamma Collections,2021-05-05,2024-05-22,Pending,OriginatePro
L-101693,B-15923,Personal,2021-12-15,2051-07-11,224262.56,102248.9,0.102,360,CO,Debt Consolidation,F,6 years,>150k,Charged Off,171,Beta Loan Servicers,2022-02-01,2024-05-25,Pending,Manual
L-101694,B-63959,Mortgage,2022-12-17,2032-10-25,165943.55,131823.18,0.0425,120,MO,Debt Consolidation,E,18 years,100k-150k,Charged Off,177,Delta Financial,2025-08-06,2024-01-26,Available,LendingWeb
L-101695,B-96415,Mortgage,2020-01-14,2022-12-29,389410.88,101688.43,0.1151,36,RI,Major Purchase,A,0 years,50k-100k,Late (31-120 days),148,Delta Financial,2022-01-10,2024-02-05,Missing,Legacy
L-101696,B-74991,Personal,2022-05-19,2025-05-03,371534.42,259390.79,0.1177,36,OR,Medical Expenses,G,20 years,>150k,Charged Off,183,Beta Loan Servicers,2023-10-08,2024-02-21,Pending,Manual
L-101697,B-16375,Mortgage,2020-05-15,2049-12-09,375343.3,302354.99,0.1112,360,GA,Medical Expenses,C,20 years,>150k,Charged Off,197,Alpha Servicing,2021-12-25,2024-05-25,Missing,Manual
L-101698,B-61894,Mortgage,2018-07-29,2021-07-13,324299.69,154435.14,0.0896,36,ME,Medical Expenses,E,19 years,100k-150k,Closed,0,Gamma Collections,2019-07-14,2024-08-22,Pending,LendingWeb
L-101699,B-46320,Auto,2018-06-27,2048-01-21,204481.04,168594.89,0.0504,360,NV,Home Improvement,D,20 years,100k-150k,Late (31-120 days),198,Beta Loan Servicers,2019-05-27,2024-08-27,Pending,Legacy
L-101700,B-61249,Auto,2020-11-27,2025-11-01,173736.87,108030.89,0.0918,60,SC,Medical Expenses,C,20 years,<50k,Default,186,Delta Financial,2022-01-03,2024-06-15,Missing,Manual
L-101701,B-53236,Student,2018-10-23,2048-05-18,241090.91,83789.71,0.1289,360,MD,Other,A,15 years,50k-100k,Current,0,Delta Financial,2020-09-19,2024-02-26,Expired,Manual
L-101702,B-60846,Auto,2020-03-02,2030-01-09,330506.52,202777.29,0.0303,120,NC,Medical Expenses,B,12 years,50k-100k,Late (16-30 days),19,Beta Loan Servicers,2022-04-03,2024-06-10,Available,OriginatePro
L-101703,B-34784,Student,2021-10-24,2026-09-28,477197.98,174857.04,0.1219,60,XX,Home Improvement,B,2 years,50k-100k,Closed,0,Delta Financial,2022-10-11,2024-04-06,Expired,OriginatePro
L-101704,B-51099,Personal,2019-05-02,2029-03-10,313419.13,70425.32,0.1013,120,AR,Home Improvement,B,4 years,50k-100k,Late (31-120 days),154,Delta Financial,2019-08-16,2024-05-14,Pending,Legacy
L-101705,B-86698,Mortgage,2022-01-02,2031-11-11,187231.5,122803.0,0.1484,120,AZ,Home Improvement,A,1 years,>150k,Current,0,Delta Financial,2022-10-16,2024-02-07,Expired,LendingWeb
L-101706,B-44795,Personal,2021-01-27,2050-08-23,400601.73,75683.95,0.0492,360,OK,Medical Expenses,B,19 years,<50k,Fully Paid,0,Beta Loan Servicers,2022-06-30,2024-01-27,Expired,LendingWeb
L-101707,B-13888,Student,2022-07-18,2025-07-02,-1000.0,106620.08,0.0479,36,OH,Other,B,20 years,<50k,Late (31-120 days),129,Gamma Collections,2023-06-03,2024-07-18,Pending,OriginatePro
L-101708,B-97975,Auto,2020-11-17,2030-09-26,188009.83,140823.65,0.0708,120,MI,Debt Consolidation,B,13 years,50k-100k,Fully Paid,0,Gamma Collections,2022-02-28,2024-01-16,Expired,Manual
L-101709,B-80639,Personal,2020-06-05,2025-05-10,324852.17,159348.73,0.1329,60,IL,Medical Expenses,F,19 years,<50k,Late (31-120 days),136,Alpha Servicing,2020-08-03,2024-03-23,Missing,Manual
L-101710,B-84129,Student,2019-08-06,2049-03-01,445447.03,245104.86,0.052,360,UT,Home Improvement,B,1 years,>150k,Late (31-120 days),117,Alpha Servicing,2020-10-19,2024-02-15,Available,Manual
L-101711,B-94320,Student,2018-04-08,2021-03-23,-1000.0,307349.94,0.0507,36,AR,Home Improvement,E,6 years,100k-150k,Late (31-120 days),187,Alpha Servicing,2019-08-19,2024-07-20,Expired,OriginatePro
L-101712,B-25008,Student,2020-01-17,2023-01-01,277860.35,70829.36,0.0585,36,UT,Home Improvement,E,20 years,<50k,Fully Paid,0,Beta Loan Servicers,2021-09-29,2024-07-26,Missing,Legacy
L-101713,B-10320,Personal,2020-07-07,2023-06-22,242790.05,55281.43,0.1404,36,AZ,Debt Consolidation,E,4 years,50k-100k,Charged Off,90,Delta Financial,2021-11-04,2024-05-06,Expired,Legacy
L-101714,B-51360,Personal,2021-08-20,2051-03-16,368992.38,194960.18,0.0834,360,HI,Medical Expenses,B,1 years,>150k,Late (16-30 days),18,Beta Loan Servicers,2023-08-29,2024-01-03,Missing,Manual
L-101715,B-85618,Auto,2021-04-07,2031-02-14,210898.85,91797.73,0.0904,120,MA,Home Improvement,F,8 years,>150k,Default,34,Delta Financial,2023-08-23,2024-01-21,Expired,LendingWeb
L-101716,B-67666,Mortgage,2020-11-18,2030-09-27,92557.6,43393.37,0.3949407203564143,120,NJ,Other,C,15 years,>150k,Charged Off,168,Gamma Collections,2021-01-01,2024-08-01,Pending,Manual
L-101717,B-51691,Student,2023-04-02,2052-10-26,388840.9,55326.69,0.0821,360,GA,Medical Expenses,E,16 years,>150k,Late (16-30 days),24,Gamma Collections,2023-10-07,2024-07-17,Available,OriginatePro
L-101718,B-77193,Mortgage,2022-07-01,2025-06-15,355184.66,250302.74,0.0609,36,NH,Debt Consolidation,A,10 years,50k-100k,Closed,0,Delta Financial,2022-10-15,2024-07-02,Pending,Manual
L-101719,B-62142,Auto,2020-04-04,2023-03-20,346536.98,301818.5,0.0782,36,MD,Major Purchase,G,18 years,100k-150k,Fully Paid,0,Alpha Servicing,2020-09-28,2024-08-19,Missing,Legacy
L-101720,B-32832,Personal,2019-07-01,2029-05-09,122920.08,48979.29,0.1123,120,CO,Major Purchase,G,0 years,<50k,Charged Off,185,Alpha Servicing,2021-04-22,2024-05-18,Available,Manual
L-101721,B-10362,Auto,2023-04-15,2026-03-30,347608.9,251514.36,0.1122,36,NY,Debt Consolidation,C,5 years,<50k,Default,150,Alpha Servicing,2025-05-25,2024-01-16,Pending,Legacy
L-101722,B-47353,Mortgage,2020-07-10,2050-02-03,487645.74,274634.73,0.1178,360,RI,Major Purchase,D,4 years,100k-150k,Default,52,Alpha Servicing,2021-07-10,2024-02-03,Available,Legacy
L-101723,B-16716,Student,2018-07-28,2021-07-12,250699.27,172864.01,0.0334,36,ID,Debt Consolidation,C,1 years,50k-100k,Late (31-120 days),104,Delta Financial,2019-02-10,2024-04-23,Missing,Legacy
L-101724,B-20735,Auto,2019-12-07,2049-07-02,185414.82,111155.49,0.1024,360,LA,Other,D,20 years,100k-150k,Fully Paid,0,Beta Loan Servicers,2022-06-12,2024-07-11,Expired,LendingWeb
L-101725,B-43345,Mortgage,2021-11-20,2026-10-25,194871.04,125216.54,0.1039,60,WV,Credit Card Refinancing,F,20 years,50k-100k,Current,0,Gamma Collections,2022-03-15,2024-07-10,Available,LendingWeb
L-101726,B-37680,Student,2021-04-09,2024-03-24,470873.1,343513.1,0.1321,36,CO,Home Improvement,B,14 years,50k-100k,Closed,0,Delta Financial,2023-07-26,2024-07-26,Expired,Manual
L-101727,B-59718,Auto,2022-03-24,2025-03-08,419553.92,420553.92,0.0896,36,CO,Major Purchase,C,19 years,<50k,Closed,0,Gamma Collections,2023-10-08,2024-05-20,Expired,Legacy
L-101728,B-46049,Personal,2018-05-23,2021-05-07,109662.25,82859.68,0.0705,36,MT,Home Improvement,C,1 years,100k-150k,Default,96,Gamma Collections,2019-05-26,2024-01-19,Expired,OriginatePro
L-101729,B-33941,Personal,2022-03-12,2027-02-14,162082.28,142504.59,0.1184,60,CT,Debt Consolidation,A,2 years,<50k,Fully Paid,0,Gamma Collections,2024-07-08,2024-02-18,Pending,Manual
L-101730,B-98791,Student,2023-09-27,2033-08-05,300244.88,226626.38,0.0392,120,MN,Medical Expenses,D,3 years,50k-100k,Current,0,Delta Financial,2025-11-05,2024-04-21,Pending,Legacy
L-101731,B-15227,Mortgage,2019-08-29,2049-03-24,136025.13,51272.27,0.1461,360,NY,Other,B,0 years,100k-150k,Closed,0,Gamma Collections,2020-07-27,2024-03-27,Expired,Legacy
L-101732,B-89922,Mortgage,2018-09-21,2028-07-30,237887.78,153787.59,0.1031,120,OH,Credit Card Refinancing,D,9 years,>150k,Current,0,Gamma Collections,2019-04-17,2024-04-15,Available,Manual
L-101733,B-81780,Personal,2023-04-28,2028-04-01,44899.01,19927.26,0.085,60,NY,Credit Card Refinancing,E,1 years,100k-150k,Late (31-120 days),67,Beta Loan Servicers,2024-08-03,2024-08-28,Expired,Manual
L-101734,B-87290,Student,2023-04-12,2033-02-18,150131.06,54574.37,0.061,120,NH,Credit Card Refinancing,A,7 years,100k-150k,Current,0,Alpha Servicing,2025-12-07,2024-03-24,Missing,Manual
L-101735,B-10427,Personal,2022-11-17,2027-10-22,349212.84,5000.0,0.1489,60,VT,Medical Expenses,B,8 years,>150k,Closed,24,Alpha Servicing,2023-04-09,2024-03-27,Pending,LendingWeb
L-101736,B-48614,Student,2020-09-19,2050-04-15,360789.64,229196.6,0.0789,360,CA,Credit Card Refinancing,D,17 years,>150k,Late (16-30 days),27,Beta Loan Servicers,2022-10-07,2024-04-28,Available,Manual
L-101737,B-13699,Student,2021-10-05,2031-08-14,261637.72,207507.8,0.1461,120,CT,Major Purchase,A,4 years,50k-100k,Default,193,Gamma Collections,2022-07-09,2024-04-02,Missing,Manual
L-101738,B-98498,Mortgage,2023-07-09,2026-06-23,270763.38,164784.37,0.0494,36,MD,Major Purchase,G,11 years,>150k,Late (16-30 days),29,Alpha Servicing,2025-11-03,2024-02-05,Available,OriginatePro
L-101739,B-81251,Auto,2023-07-07,2028-06-10,281012.33,137869.15,0.121,60,AR,Major Purchase,D,2 years,100k-150k,Fully Paid,0,Gamma Collections,2024-07-26,2024-06-17,Expired,Manual
L-101740,B-40362,Personal,2022-11-09,2032-09-17,355782.18,119956.03,0.0927,120,AK,Home Improvement,F,17 years,50k-100k,Late (31-120 days),66,Alpha Servicing,2025-07-26,2024-03-22,Expired,Manual
L-101741,B-86546,Auto,2021-07-18,2031-05-27,198106.07,165987.92,0.1027,120,WI,Credit Card Refinancing,B,17 years,50k-100k,Fully Paid,0,Gamma Collections,2022-11-19,2024-01-11,Missing,Legacy
L-101742,B-41790,Auto,2020-06-21,2025-05-26,408173.19,217276.8,0.134,60,NJ,Debt Consolidation,G,5 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2023-02-15,2024-01-07,Expired,Manual
L-101743,B-78544,Student,2021-04-15,2026-03-20,394885.78,333115.36,0.1199,60,OH,Major Purchase,B,13 years,100k-150k,Late (16-30 days),23,Beta Loan Servicers,2022-11-07,2024-08-24,Expired,Legacy
L-101744,B-41876,Mortgage,2018-01-26,2047-08-22,227173.73,63880.65,0.0622,360,CO,Other,A,13 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2020-06-17,2024-04-09,Pending,LendingWeb
L-101745,B-72958,Mortgage,2021-11-02,2051-05-29,90874.71,78445.94,0.0455,360,NH,Major Purchase,F,1 years,<50k,Late (31-120 days),115,Beta Loan Servicers,2022-11-14,2024-06-23,Expired,OriginatePro
L-101746,B-17981,Mortgage,2023-03-09,2028-02-11,374004.71,237625.84,0.0452,60,OK,Credit Card Refinancing,G,14 years,<50k,Late (31-120 days),72,Gamma Collections,2023-05-20,2024-03-11,Pending,LendingWeb
L-101747,B-48057,Student,2023-11-05,2028-10-09,490646.48,361415.61,0.1371,60,NJ,Other,A,9 years,<50k,Current,0,Delta Financial,2025-04-06,2024-02-12,Expired,LendingWeb
L-101748,B-62393,Student,2020-08-11,2050-03-07,421497.4,374793.68,0.0712,360,RI,Debt Consolidation,C,8 years,100k-150k,Fully Paid,0,Delta Financial,2022-02-03,2024-04-07,Missing,OriginatePro
L-101749,B-91736,Auto,2019-10-30,2029-09-07,274459.7,99967.99,0.0942,120,VT,Major Purchase,A,0 years,>150k,Late (16-30 days),19,Gamma Collections,2022-07-18,2024-06-19,Pending,OriginatePro
L-101750,B-65279,Personal,2018-05-11,2047-12-05,209227.31,127407.72,0.1014,360,IN,Debt Consolidation,A,4 years,<50k,Late (16-30 days),29,Beta Loan Servicers,2020-01-20,2024-01-23,Available,OriginatePro
L-101751,B-76132,Student,2019-01-09,2048-08-04,76171.47,21257.67,0.0727,360,OK,Medical Expenses,A,10 years,<50k,Current,0,Alpha Servicing,2021-10-04,2024-02-12,Missing,OriginatePro
L-101752,B-69904,Personal,2020-03-20,2030-01-27,204831.59,23953.14,0.1063,120,NH,Major Purchase,B,16 years,>150k,Current,0,Gamma Collections,2022-11-23,2024-07-12,Expired,LendingWeb
L-101753,B-70644,Personal,2021-12-18,2051-07-14,173610.17,65035.72,0.0984,360,MS,Debt Consolidation,C,10 years,50k-100k,Fully Paid,0,Delta Financial,2022-06-03,2024-02-15,Available,LendingWeb
L-101754,B-77363,Personal,2021-03-18,2024-03-02,281779.63,168902.23,0.143,36,VT,Credit Card Refinancing,B,11 years,50k-100k,Closed,0,Alpha Servicing,2023-12-08,2024-08-22,Missing,Legacy
L-101755,B-61689,Personal,2019-01-30,2022-01-14,307077.91,205070.49,0.0411,36,MS,Major Purchase,C,9 years,100k-150k,Late (16-30 days),16,Beta Loan Servicers,2019-04-11,2024-03-16,Expired,LendingWeb
L-101756,B-70716,Mortgage,2018-04-16,2023-03-21,153591.83,22324.08,0.1287,60,MS,Other,G,7 years,50k-100k,Fully Paid,0,Alpha Servicing,2020-07-28,2024-03-24,Pending,LendingWeb
L-101757,B-11259,Mortgage,Not A Date,2049-10-25,120608.04,74196.69,0.1253,360,AK,Medical Expenses,C,2 years,50k-100k,Closed,0,Alpha Servicing,2022-08-20,2024-01-12,Missing,LendingWeb
L-101758,B-72678,Personal,2018-09-08,2021-08-23,144745.0,109114.51,0.1029,36,KY,Debt Consolidation,B,20 years,50k-100k,Late (16-30 days),21,Gamma Collections,2019-11-28,2024-01-03,Available,Legacy
L-101759,B-36731,Personal,2020-08-13,2030-06-22,401517.11,268230.24,0.0868,120,IL,Home Improvement,E,19 years,>150k,Fully Paid,0,Beta Loan Servicers,2023-03-14,2023-01-01,Expired,Legacy
L-101760,B-34332,Student,2020-09-06,2030-07-16,410596.35,79154.61,0.044,120,AK,Home Improvement,E,2 years,50k-100k,Charged Off,52,Beta Loan Servicers,2020-11-15,2024-02-10,Pending,Legacy
L-101761,B-31333,Auto,2023-12-04,2026-11-18,291305.86,187001.37,0.0662,36,MS,Home Improvement,B,3 years,<50k,Fully Paid,0,Alpha Servicing,2025-06-11,2024-03-03,Missing,OriginatePro
L-101762,B-52065,Student,2020-04-27,2023-04-12,223922.99,49550.48,0.1212,36,SD,Major Purchase,D,1 years,100k-150k,Fully Paid,0,Alpha Servicing,2022-12-16,2024-08-03,Available,OriginatePro
L-101763,B-81808,Auto,2019-04-17,2048-11-10,148828.29,53109.01,0.134,360,DE,Home Improvement,F,6 years,50k-100k,Current,0,Beta Loan Servicers,2020-02-19,2024-05-19,Pending,Manual
L-101764,B-13645,Student,2018-11-10,2028-09-18,447711.11,214811.52,0.0769,120,AR,Other,D,14 years,100k-150k,Closed,0,Beta Loan Servicers,2019-12-11,2024-08-05,Missing,Legacy
L-101765,B-59456,Mortgage,2019-04-27,2048-11-20,17918.25,4599.2,0.0897,360,TN,Medical Expenses,F,2 years,<50k,Fully Paid,0,Alpha Servicing,2020-04-14,2024-08-28,Available,OriginatePro
L-101766,B-85147,Student,2020-04-22,2023-04-07,215140.15,171190.69,0.0327,36,MN,Medical Expenses,E,8 years,>150k,Charged Off,132,Delta Financial,2022-04-24,2024-04-28,Missing,OriginatePro
L-101767,B-38599,Student,2018-08-31,2021-08-15,249110.37,172820.71,0.0682,36,AL,Debt Consolidation,E,15 years,<50k,Late (31-120 days),198,Alpha Servicing,2020-04-24,2024-07-07,Missing,OriginatePro
,B-38338,Personal,2020-06-01,2023-05-17,400545.31,170222.4,0.1367,36,WY,Major Purchase,C,9 years,50k-100k,Charged Off,197,Beta Loan Servicers,2021-03-07,2024-08-11,Available,Manual
L-101769,B-34445,Mortgage,2023-11-19,2033-09-27,457100.43,352321.06,0.047,120,MS,Medical Expenses,C,8 years,100k-150k,Late (31-120 days),59,Beta Loan Servicers,2025-09-14,2024-02-19,Expired,Legacy
L-101770,B-38150,Personal,2023-10-29,2028-10-02,390251.32,112457.25,0.0895,60,OK,Home Improvement,E,15 years,50k-100k,Default,175,Beta Loan Servicers,2024-04-24,2024-04-18,Available,Legacy
L-101771,B-43829,Mortgage,2022-08-12,2032-06-20,-1000.0,114504.33,0.0796,120,LA,Medical Expenses,D,15 years,100k-150k,Current,0,Delta Financial,2023-05-05,2024-08-25,Available,OriginatePro
L-101772,B-15058,Student,2020-07-22,2023-07-07,231397.38,87043.77,0.0502,36,NH,Major Purchase,D,1 years,<50k,Late (31-120 days),122,Gamma Collections,2020-08-25,2024-02-04,Pending,LendingWeb
L-101773,B-20416,Personal,2022-12-05,2027-11-09,274304.81,182518.83,0.1154,60,VT,Major Purchase,A,2 years,>150k,Charged Off,128,Alpha Servicing,2023-04-18,2023-01-01,Available,OriginatePro
L-101774,B-59158,Auto,2019-01-01,2023-12-06,202835.97,141716.19,0.1239,60,MI,Credit Card Refinancing,F,20 years,100k-150k,Default,120,Gamma Collections,2019-07-29,2024-07-17,Missing,Manual
L-101775,B-76395,Personal,2020-08-06,2050-03-02,228778.13,203820.93,0.1268,360,IL,Credit Card Refinancing,G,8 years,100k-150k,Late (31-120 days),117,Gamma Collections,2022-07-27,2024-07-26,Expired,Legacy
L-101776,B-11162,Mortgage,2018-01-29,2021-01-13,50894.34,43984.15,0.1072,36,FL,Home Improvement,D,4 years,50k-100k,Charged Off,127,Delta Financial,2020-09-13,2024-05-22,Missing,Legacy
